1. Hospital Clue 01, -2199.827, 2736.065, -113.041214
2. Hospital Clue 02, 4049.3877, -1248.1427, -79.041214
3. Hospital Clue 03, -5716.0, -2817.0, -90.0
4. Hospital Clue 04, -6321.9365, 3401.0652, -82.041214
5. Hospital Clue 05, 1166.222, 818.0298, 445.44504
6. Hospital Clue 06, -1880.6807, -554.59796, -86.25251
7. Hospital Clue 07, 3207.1895, 1599.7407, 446.07184
8. Hospital Clue 08, 2921.707, 0.82123, 526.2757
9. Hospital Clue 09, -1603.5822, -1068.892, 449.2665
10. Hospital Clue 10, -8829.062, -1290.74, 451.75052
11. Hospital Clue 11, -8837.681, -2680.4153, 451.75052
12. Hospital Clue 12, -3272.9976, -1415.6233, 1002.01294
13. Hospital Clue 13, -654.8859, -1412.3307, 1006.2914
14. Hospital Clue 14, -3513.1672, 4416.9023, 1055.083
15. Hospital Clue 15, -690.5676, 2098.1194, 976.80945
16. Hospital Clue 16, 3465.5244, 1082.1124, 1006.2913
17. Hospital Clue 17, -5685.233, -4153.552, 997.7174
