Vault Access Card X, -31504.172, 9003.275, 2955.9844
Vault Access Card X, -30445.857, 10113.296, 2955.9844
Vault Access Card X, -30914.963, 8889.663, 2955.9844
Vault Access Card X, -30855.217, 9720.791, 2955.9844
Vault Access Card X, -31568.53, 9385.797, 2955.9844
Vault Access Card X, -31568.53, 10270.518, 2955.9844
Vault Access Card X, -31214.994, 10478.9, 2955.9844
Vault Access Card X, -31117.77, 10085.2, 2955.9844
Vault Access Card X, -31117.77, 9123.214, 2955.9844
Vault Access Card X, -30792.041, 9319.193, 2955.9844
Vault Access Card X, -30490.744, 9540.411, 2955.9844
Vault Access Card X, -31464.479, 9981.587, 2955.9844
Vault Access Card X, -30490.744, 10428.882, 2955.9844
Vault Access Card X, -30103.035, 10199.985, 2955.9844
Vault Access Card X, -30776.264, 10169.79, 2955.9844
Vault Access Card X, -30446.68, 10790.287, 2955.9844
Vault Access Card X, -31045.861, 10790.287, 2955.9844
Vault Access Card X, -31210.24, 9774.159, 2955.9844
Vault Access Card X, -30009.889, 9432.394, 2955.9844
Vault Access Card X, -31641.5, 9714.556, 2955.9844
Vault Access Card X, -31237.957, 8851.514, 2955.9844
Vault Access Card X, -30655.045, 8958.641, 2955.9844
Vault Access Card X, -31529.184, 10682.026, 2955.9844
Vault Access Card X, -30401.494, 8788.058, 2955.9844
Vault Access Card X, -30573.533, 9849.928, 2955.9844
Vault Access Card X, -30101.945, 9894.612, 2955.9844
Vault Access Card X, -31010.361, 10384.853, 2955.9844
Vault Access Card X, -31684.48, 8869.751, 2955.9844
Vault Access Card X, -30042.027, 10878.132, 2955.9844
Vault Access Card X, -30780.236, 10519.59, 2955.9844
Vault Access Card X, -31212.416, 9481.947, 2955.9844
Vault Access Card X, -30398.889, 9171.967, 2955.9844
Vault Access Card X, -30041.87, 8866.307, 2955.9844
Vault Access Card X, -30285.332, 9711.335, 2955.9844
Vault Access Card X, -30094.607, 10558.315, 2955.9844
Vault Access Card X, -38004.395, -3326.2656, 3023.7935
Vault Access Card X, -30347.123, 2749.3296, 3030.0894
