Vault Access Card V, -42230.45, -3803.2363, 3470.4011
Vault Access Card V, -42230.45, -3269.5342, 3470.4011
Vault Access Card V, -42197.32, -4088.5793, 3980.5127
Vault Access Card V, -42179.77, -4290.6387, 4032.5261
Vault Access Card V, -42007.11, 3138.2207, 3801.8555
Vault Access Card V, -42007.016, 3197.8787, 3813.8064
Vault Access Card V, -42006.73, 3038.116, 3805.5112
Vault Access Card V, -42005.945, 2774.7031, 3805.762
Vault Access Card V, -42000.516, 1723.172, 3874.4504
Vault Access Card V, -42000.508, 1487.3735, 4401.002
Vault Access Card V, -41999.93, 2194.6426, 4418.8022
Vault Access Card V, -41999.926, 1325.8009, 3882.4358
Vault Access Card V, -41738.094, 33968.06, 4359.5938
Vault Access Card V, -41737.266, 34757.418, 4297.962
Vault Access Card V, -41736.32, 33759.086, 4234.8564
Vault Access Card V, -41735.758, 33340.344, 4048.4377
Vault Access Card V, -41734.547, 33444.715, 4673.0366
Vault Access Card V, -41300.004, 38796.195, 3543.2974
Vault Access Card V, -41285.453, 34344.676, 3543.8374
Vault Access Card V, -41189.08, 34026.6, 3543.8374
Vault Access Card V, -41054.81, 35158.656, 3651.2654
Vault Access Card V, -40989.57, 38830.848, 3524.596
Vault Access Card V, -40964.016, 38677.22, 3524.596
Vault Access Card V, -40692.203, -2810.1746, 3049.8433
Vault Access Card V, -40691.098, -4105.148, 3049.8433
Vault Access Card V, -40463.23, 33226.836, 3568.3723
Vault Access Card V, -40209.082, 38112.31, 3492.6208
Vault Access Card V, -40159.434, 39449.395, 3543.8374
Vault Access Card V, -39855.844, 38046.734, 3627.8435
Vault Access Card V, -39853.875, 38342.12, 3543.1768
Vault Access Card V, -39853.875, 38453.027, 3543.1768
Vault Access Card V, -39731.688, -4048.432, 3023.5667
Vault Access Card V, -39675.527, -3606.3765, 3031.0532
Vault Access Card V, -39584.812, 33578.176, 3487.5513
Vault Access Card V, -39567.992, -4227.7495, 3050.179
Vault Access Card V, -39550.152, 34803.332, 3543.8374
Vault Access Card V, -39546.508, 33611.09, 3517.484
Vault Access Card V, -39425.555, 40566.77, 4242.6333
Vault Access Card V, -39188.477, 35159.508, 4110.745
Vault Access Card V, -39104.18, 1776.6982, 3130.1504
Vault Access Card V, -39083.316, 35160.12, 4358.752
Vault Access Card V, -39083.316, 35169.586, 4172.972
Vault Access Card V, -39046.184, 3178.047, 4934.079
Vault Access Card V, -38950.168, 1831.9283, 2994.7954
Vault Access Card V, -38873.637, 35161.09, 3987.033
Vault Access Card V, -38695.57, 5427.678, 5125.9688
Vault Access Card V, -38664.137, 35162.016, 4297.4883
Vault Access Card V, -38578.594, 3114.5513, 3000.1929
Vault Access Card V, -38570.797, 4040.6245, 5123.6675
Vault Access Card V, -38562.68, 3097.7651, 5124.9707
Vault Access Card V, -38182.43, 44243.156, 4131.3857
Vault Access Card V, -38004.395, -3326.2656, 3023.7935
Vault Access Card V, -37979.043, 1482.1936, 2994.2205
Vault Access Card V, -37729.242, -2003.0409, 3004.4238
Vault Access Card V, -37710.047, 5555.08, 5125.9688
Vault Access Card V, -37580.668, -453.0744, 3044.2886
Vault Access Card V, -37392.934, 5378.2065, 5047.6436
Vault Access Card V, -37374.13, 5048.1636, 5090.79
Vault Access Card V, -37265.004, -3142.3098, 3049.8433
Vault Access Card V, -37209.38, 37103.758, 4099.0483
Vault Access Card V, -37181.76, 35158.395, 4087.7468
