Illegal Activity, -149340.17, 170695.75, 8360.325
Illegal Activity, -138423.2, 164717.1, 6685.9214
Illegal Activity, -101549.984, 184320.27, 3723.329
Illegal Activity, -125660.59, 156639.56, 7094.1753
Illegal Activity, -91629.875, 182846.95, 3498.0059
Illegal Activity, -124356.414, 147887.48, 6959.438
Illegal Activity, -132435.61, 181353.86, 7001.568
Illegal Activity, -121553.27, 183605.81, 6609.461
Illegal Activity, -145851.12, 172711.5, 8331.706
Illegal Activity, -141979.27, 163252.17, 7027.8403
Illegal Activity, -96009.47, 174738.16, 5034.263
Illegal Activity, -84745.914, 123142.77, 4962.702
Illegal Activity, -142297.6, 183677.56, 6993.403
Illegal Activity, -152132.52, 162047.2, 7565.6724
Illegal Activity, -87937.43, 100745.63, 4237.541
Illegal Activity, -77100.58, 146466.08, 3835.331
Illegal Activity, -116085.75, 151381.34, 7383.1895
Illegal Activity, -121217.02, 170210, 7014.1904
Illegal Activity, -155508.52, 219410.64, 11228.385
Illegal Activity, -147626.25, 240641.33, 2921.863
Illegal Activity, -152231.72, 215630.06, 10270.379
Illegal Activity, -196469.58, 208843.88, 16073.885
Illegal Activity, -179643.98, 224641.86, 7838.4697
Illegal Activity, -175803.98, 202486.16, 11114.74
Illegal Activity, -207492.06, 223865.47, 5405.864
Illegal Activity, -137339, 80901, 8282
Illegal Activity, -142772.6, 121915.914, 7136.4766
Illegal Activity, -166991, 103092, 6710
Illegal Activity, -113247, 104338, 6507
Illegal Activity, -129580, 93319, 7929.973
Illegal Activity, -192695, 131026, 7174
Illegal Activity, -167182, 120375, 7110
Illegal Activity, -124691, 84252, 7096.7563
Illegal Activity, -91523.55, 112368.59, 4342.3916
Illegal Activity, -98068, 96203.14, 6808.536
Illegal Activity, -131578, 140519, 6741.8726
Illegal Activity, -159541, 128986, 6737.8257
Illegal Activity, -111800, 75552, 7135
Illegal Activity, -131567.33, 67891.11, 7446.05
Illegal Activity, -173185, 91495, 7665
Illegal Activity, -144918, 114603, 7094
Illegal Activity, -168605.03, 164169.08, 5874
Illegal Activity, -158338.03, 101843.5, 7200.7295
Illegal Activity, -122551.734, 65937.81, 7512.075
Illegal Activity, -163197.1, 139730.66, 6802.6875
Illegal Activity, -109262, 63553, 7403
Illegal Activity, -159009, 152170, 6318
Illegal Activity, -186742, 116305, 7146.5737
Illegal Activity, -191488, 147352, 5619
Illegal Activity, -90798, 70427, 6169.4077
Illegal Activity, -200120, 112224, 7262
Illegal Activity, -9573.091, 23424.45, 8114.457
Illegal Activity, -2228.5898, 21716.44, 7967.8286
Illegal Activity, -58295.344, 39555.676, 7975.8433
Illegal Activity, 53513.9, 24332.107, 6902.7734
Illegal Activity, -52774.516, 51491.938, 8201.783
Illegal Activity, 5806.032, 40110.45, 7872.706
Illegal Activity, -41021.266, -3322.2537, 7670.6816
Illegal Activity, -1226.4164, 15316.891, 8922.567
Illegal Activity, 11115.586, 29385.482, 7611.717
Illegal Activity, -61164.086, 24496.516, 7704.711
Illegal Activity, -93931.33, -16614.023, 15554.644
Illegal Activity, -82537.97, 33175.484, 7715.786
Illegal Activity, -14838.568, 29254.941, 7695.761
Illegal Activity, -60625.047, 17767.832, 7715.786
Illegal Activity, -108639, 37524.234, 9063.833
Illegal Activity, 52127.195, -1123.9396, 7829.493
Illegal Activity, -45346.168, 30471.375, 7799.5864
Illegal Activity, 17228.799, 22107.367, 7666.7393
Illegal Activity, -38361.77, 23600.053, 8076.58
Illegal Activity, -39384.56, 18321.664, 8132.513
Illegal Activity, 43786, 82261, 6094
Illegal Activity, -23021, 117465, 6328
Illegal Activity, -37741, 136019, 2856
Illegal Activity, -74206, 62468, 6355
Illegal Activity, 8876, 107506, 5758.111
Illegal Activity, 9099, 170256, 4633
Illegal Activity, -5751, 63760, 6354.8438
Illegal Activity, 14482, 79308, 6290
Illegal Activity, -40433.08, 161734.77, 2292
Illegal Activity, -46327, 94875, 2888
Illegal Activity, -8348.11, 126257.86, 6350.923
Illegal Activity, -43029, 110503, 4924
Illegal Activity, 42334, 100895, 9932.729
Illegal Activity, 25894, 142696, 3171
Illegal Activity, 37188.36, 128452.47, 7013.3374
Illegal Activity, -13475, 87741, 6333
Illegal Activity, 21746, 58620, 6346.2446
Illegal Activity, 63730, 120450, 6053
Illegal Activity, -1097, 98039, 6647.3364
Illegal Activity, -25563, 149041, 3983
Illegal Activity, 30928.469, 108577.68, 7391.7593
Illegal Activity, -30981.604, 71482.37, 6622.3906
Illegal Activity, 54132, 110680, 12380
Illegal Activity, -30609, 57864, 6812
Illegal Activity, -57756, 80301, 3104
Illegal Activity, 4803, 143023, 4486
